title	category
အလုပ်လုပ်ခဲ့တဲ့ ရှေ့နေ ဝီလျံ မာလာ (William Marler)က အောက်ပါအစားအစာတွေက ကြာရှည်စွာ 	2
မစားသင့်တဲ့အစားအစာတွေလို့ ဆိုပါတယ်။Food Poison Journalက ဆောင်းပါးတစ်ခုမှာ သူဘယ်တော့မှ 	2
မစားတဲ့အစားအစာခြောက်မျိုးကို ဖော်ပြခဲ့ပါတယ်။၁။ ယောက်သွား (ကမာ)အစိမ်းလိုက်ယောက်သွားတွေဟာ  	2
အရည်တွေစားသုံးကြပြီး သူတို့ဟာ ရေထဲက အရာမှန်သမျှ သယ်ဆောင်နိုင်ပါတယ်။တကယ်လို့ရေထဲမှာ 	2
ဘက်တီးရီးယားတွေရှိရင် သူတို့ထဲကို အလိုအလျောက်ရောက်သွားမှာဖြစ်ပြီး လူကိုထိခိုက်စေပါတယ်လို့ 	2
မာလာကဆိုပါတယ်။  ၂။ ကြိုတင် လှီးဖြတ်ဆေးကြောထားတဲ့ ဟင်းသီးဟင်းရွက်တွေနဲ့ အသီးအနှံမာလာက 	2
ကြိုတင်ဆေးကြောထားတဲ့ ဟင်းသီးဟင်းရွက်တွေနဲ့ အသီးအနှံတွေကို ပုလိပ်ရောဂါလိုပဲ ရှောင်ကြဉ်ပါတယ်တဲ့။သူက 	2
ရေလည်းမဆေးရသေးတဲ့အပြင် မလှီးဖြတ်ထားတဲ့ အသီးအရွက်တွေကို Listeriaလို့ခေါ်တဲ့ ဘက်တီးရီးယားတွေ 	2
၁၉၉ဝအလယ်လောက်တည်းက USမှာပဲပင်ပေါက်အစိမ်းနဲ့မကျက်တကျက်ချက်ထားတဲ့ပဲပင်ပေါက်တွေကြောင့် 	2
၃ဝထက်ပိုတဲ့ ဘက်တီးရီးယားရောဂါတွေဖြစ်ပွားခဲ့ပါတယ်။ပဲပင်ပေါက်အမျိုးအစားအားလုံးဟာ သူတို့ရဲ့အစေ့ 	2
မသန့်ရှင်းမှုတွေကြောင့် ဘက်တီးရီးယားတွေကို ပျံ့နှံ့စေနိုင်ပြီး ရောဂါတွေဖြစ်စေပါတယ်။ ၄။ မကျက်တကျက်အသား 	2
အသားတွေကို ၁၆၀ ဒီဂရီ ဖာရင်ဟိုက်အထိ ချက်ပြုတ်ဖို့လိုအပ်ပြီး ဒါမှသာ E.coli,salmonellaနဲ့တခြား 	2
ဘက်တီးရီးယားရောဂါတွေကို ကာကွယ်နိုင်မယ်လို့ ဆိုပါတယ်။စားသောက်ဆိုင်တွေမှာ သွားစားတဲ့အခါအသားကို 	2
လုံးဝကျက်အောင် ချက်ပေးဖို့အမြဲသတိသင့်တယ်လို့လည်း  ဖော်ပြခဲ့ပါတယ်။ ၅။ ကြက်ဥ ၊ ဘဲဥအစိမ်းမာလာက 	2
ဘက်တီးရီးယားကနေ တဆင့်ကူးတဲ့ ကိစ္စက ဥတွေမှာ ဖြစ်ပျက်နိုင်ခြေက 	2
လွန်ခဲ့တဲ့နှစ်ပေါင်း၂ဝကထက်လျော့နည်းသွားပါပြီ ဒါပေမယ့်ကျွန်တော်ကြက်ဥ ဘဲဥတွေစားတဲ့အခါ 	2
ကျက်အောင်ပဲချက်ပါတယ်”လို့ ဆိုပါတယ်။ ၆။ ပိုးသတ်မထားတဲ့နွားနို့နဲ့ အသီးဖျော်ရည်တွေနွားနို့အစိမ်းမှာ  	2
ဘက်တီးရီးယား ဗိုင်းရပ်စ်တွေနဲ့ ကပ်ပါးကောင်တွေပါဝင်နိုင်တယ်လို့ မာလာကဆိုပါတယ်။ပိုးသတ်တဲ့အဆင့်ကို 	2
ကျော်လိုက်တာက ဘက်တီးရီးယားတွေ ကပ်ပါးကောင်တွေကို ပိုမိုတိုးပွားလာစေနိုင်ပါတယ်။အထက်ပါ 	2
အစားအစာခြောက်မျိုးက ကျွမ်းကျင်ပညာရှင်ကိုယ်တိုင် 	2
ရှောင်ရှားဖို့လမ်းညွှန်ထားတဲ့အစားအသောက်တွေဖြစ်ပါတယ်။	2
ကွန်ပျူတာအသုံးပြုတာက အသက်ကြီးရင့်ချိန် စိတ်ကူးစိတ်သန်း ပျောက်ဆုံးမှုကို လျှော့ချပေးနိုင်	2
အသက်အရွယ်ကြီးရင့်လာတာနဲ့အမျှ  ဦးနှောက်တွေရဲ့ မှတ်နိုင်စွမ်းတွေဟာ တစ်ဖြည်းဖြည်းလျော့ကျလာပါတယ်။ 	2
ဒီလို မှတ်ဉာဏ်စွမ်းရည် လျော့ကျရတာဟာဆိုရင်တော့ ဆဲလ်အရရော ၊ သွေးကြောတွေရဲ့ ယိုယွင်းလာမှုတွေကြောင့် 	2
ဖြစ်ပေါ်လာရတာဖြစ်ပါတယ်။ လေဖြတ်နိုင်ချေတွေ ၊ တစ်ခြားအနာရောဂါတွေနဲ့ ဦးနှောက်နဲ့ အာရုံကြောပိုင်းဆိုင်ရာ 	2
ရောဂါတွေလည်း အသက်ကြီးလာတာနဲ့ အမျှဖြစ်နိုင်ချေက ပိုများလာပါတယ်။ အခုဆိုရင်တော့ 	2
အသက်အရွယ်ကြီးရင့်နေတဲ့သူတွေကို ကာလရှည်ကြာ စောင့်ကြည့်နေတဲ့ လေ့လာမှုတွေအရတော့ 	2
ကွန်ပျူတာအသုံးပြုသူတွေဟာ အသက်ကြီးရင့်လာတဲ့အချိန်မှာ သူတို့ရဲ့ မှတ်ဉာဏ်တွေက 	2
ပိုကောင်းနေတယ်ဆိုတာပါပဲ။ ကွန်ပျူတာကို ပုံမှန်အသုံးပြုသူတွေ ၊ လုံးဝအသုံးမပြုသူတွေနဲ့ 	2
အနည်းငယ်သာအသုံးပြုလေ့ရှိသူတွေဆိုပြီး သုံးအုပ်စုခွဲလိုက်ချိန်မှာတော့ ကွန်ပျူတာအနည်းငယ်အသုံးပြုသူတွေဟာ 	2
အသက်ကြီးလာချိန် မှတ်ဉာဏ်နဲ့ စိတ်ကူးစိတ်သန်း ပျောက်ဆုံးမှု ဖြစ်နိုင်ချေ ၁၇.၉ ရာနှုန်းနဲ့ ကွန်ပျူတာကို 	2
လုံးဝအသုံးမပြုသူတွေကတော့ ၃၀.၉ ရာနှုန်းအထိ ရှိခဲ့ကြပါတယ်။ ကွန်ပျူတာကို ပုံမှန်အသုံးပြုနေတဲ့သူတွေကတော့ 	2
ဦးနှောက်နဲ့ မှတ်ဉာဏ်စွမ်းရည်ထိခိုက်မှုကို ၄၂ ရာနှုန်းအထိ လျှော့ချပေးနိုင်ပါတယ်။ ဒီလို ဖြစ်ရတာကတော့ 	2
ကွန်ပျူတာ အသုံးပြုသူတွေဟာ အာရုံပိုစိုက်ရပြီး ဦးနှောက်ကို စဉ်ဆက်မပြတ် အသုံးချနေရတာကြောင့် ဖြစ်တယ်လို့ 	2
လေ့လာသူတွေကဆိုပါတယ်။ ကွန်ပျူတာအသုံးမပြုဘဲ တစ်ခြား သိုးမွှေးထိုးတာနဲ့ ကစားနည်းတစ်ခုခုကို 	2
ပုံမှန်ကစားတတ်တဲ့သူတွေဟာဆိုရင်လည်း ဒီလို မှတ်ဉာဏ်ပျောက်ဆုံးမှုကို အတန်အသင့် လျှော့ချပေးနိုင်တယ်လို့ 	2
ရေများများသောက်ပေးခြင်းဟာ အစာချေဖျက်မှု အားကောင်းစေပြီး ကိုယ်အလေးချိန် လျော့ကျစေနိုင်	2
ရေ သောက်သုံးမှု ပိုများလာခြင်းဟာ လူတွေကို သူတို့စားသုံးလိုက်တဲ့အစားအစာ တွေနဲ့ ပတ်သက်ပြီး ပိုမို 	2
ကောင်းမွန်တဲ့ ထိန်းချုပ်မှု ရရှိစေတယ်လို့ လေ့လာမှု တစ်ခုအရ သိရပါတယ်။ရိုးရိုး သောက်ရေသန့်တွေဟာ လူတွေရဲ 	2
ကယ်လိုရီ ရရှိမှုကို လျော့နည်းသွားစေနိုင်ပါတယ်။ ဘာကြောင့် လဲ ဆိုတော့ ရေဟာ အဆီ ၊ သကြား ၊ ဆိုဒီယမ် နဲ့ 	2
ကိုလက်စထရော တို့ကို ဓါတ်ပြယ် သွားစေနိုင်တာကြောင့်ဖြစ်တယ်လို့ Illinois တက္ကသိုလ်က လေ့လာမှုက 	2
ဖော်ပြထားပါတယ်။ဇန်နဝါရီလမှာ ဖော်ပြခဲ့တဲ့ လေ့လာမှု တစ်ခုမှာလည်း နယူးယော့်ခ် မြို့က ကျောင်းအချို့မှာ 	2
ရေသန့်စင် စက် တွေ တပ်ဆင်ပေးပြီးတဲ့နောက်မှာ ကျောင်းသားတွေရဲ့ အဝလွန်ရောဂါ ဖြစ်ပွားနှုန်း ကို လျှော့ချ 	2
နိုင်ခဲ့တာကို တွေ့ရှိပြီး နောက်မှာ မှ အခုရှာဖွေတွေ့ရှိမှုကို ထုတ်ပြန်ခဲ့တာ လည်း ဖြစ်ပါတယ်။	2
ဂျာနယ်မှာ ပုံနှိပ်ဖော်ပြခဲ့တဲ့ လေ့လာမှု အသစ်တစ်ခုအရတော့ သုတေသီ တွေဟာ ၂၀၀၅ ခုနှစ် ကနေ 	2
၂၀၁၂ ခုနှစ်အတွင်း အသက် ၁၈ နှစ်နှင့်အထက် အရွယ် ရောက်ပြီး သူ ၁၈၃၁၁ ယောက်တို့ကို လေ့လာထားတဲ့ 	2
အမျိုးသားကျန်းမာရေးနဲ့ ခွဲခြမ်းစိတ်ဖြာမှု လေ့လာရေး ရဲ့ အချက်အလက်တွေကို သုံးသပ်ခဲ့တာပဲ ဖြစ်ပါတယ်။ 	2
အရွယ်ရောက်ပြီးသူတွေကို ၁ ရက်ကို ရေ ၄.၂ ခွက်ခန့်ဆီ သောက်သုံးစေခဲ့ပါတယ်။ ထိုရေပမာဏ ဟာ နေ့စဉ် 	2
ရေသောက်သုံးသင့်တဲ့ ပမာဏ ရဲ့ ၃၀ ရာခိုင်နှုန်းသာ ဖြစ်ပါတယ်။ သူတို့ရဲ့ ပျမ်းမျှ ကယ်လိုရီ မှီဝဲမှုကတော့ ၂၁၅၇  	2
ရှိပြီး ၁၂၅ ကယ်လိုရီဟာ သကြားပါဝင်တဲ့ ဖျော်ရည်တွေက ရတာ ဖြစ်ပြီး ၄၃၂ ကယ်လိုရီကတော့ သားရည်စာ တွေက ရတာပဲ ဖြစ်ပါတယ်	2
နားအတွင်းကို သန့်ရှင်းဖို့ ၀ါဂွမ်းတံကို အသုံးပြုတာက ဆိုးဝါးတဲ့ အကြံညဏ်ဖြစ်ဟုဆို	2
နားမှာ အညစ်အကြေးတွေ ပိတ်ဆို့နေတဲ့အခါ ၀ါဂွမ်းတံကိုသုံးပြီး သန့်ရှင်းတတ်ကြပါတယ် ဒါပေမယ့် အဲဒီအချက်က 	2
နားကို ဆိုးဝါးစေပြီး အကြားအာရုံပြသနာတွေကို ဖြစ်ပေါ်စေပါတယ်။နားကြပ်တံတွေကို နားထဲကို တည့်တဲ့အခါ 	2
ထိပ်ဖူးက အညစ်အကြေးတွေနဲ့နားထဲက အဆီတွေကို နားပြွန်ကတစ်ဆင့်နားစည်ထဲကို ကျသွားစေပြီး 	2
နားစည်ကိုထိခိုက်စေပါတယ်။နားထဲက အညစ်အကြေးတွေများလာတာက နားစည်ရဲ့အရေပြားကို 	2
မတုန်ခါစေတော့ဘဲ အကြားအာရုံပြသနာတွေဖြစ်လာစေပါတယ်။“ကျွန်တော်တို့နားတွေကို ကိုယ်တိုင်သန့်ရှင်းဖို့ 	2
ဆိုပါတယ်။လူနာလမ်းညွှန်တစ်ခုမှာတော့ “အကယ်၍ ၀ါဂွမ်းတံ ဒါမှမဟုတ် တခြားအရာတွေက သင့်နားကို 	2
သန့်ရှင်းဖို့သုံးတဲ့အခါ အဲဒါတွေက နားရဲ့သဘာဝအလျောက် သန့်ရှင်းတဲ့စနစ်ကို ထိခိုက်စေပါတယ်။" 	2
နားထဲကအရေပြားက ရွေ့လျားခါးပတ်တစ်ခုလို လုပ်ဆောင်နေပါတယ်။ အဲဒီအရေပြားကနားပြွန်ထဲက 	2
အစအနတွေအကုန်လုံးကို နားစည်တစ်လျှောက်သယ်ဆောင်သွားတယ် နားပြွန်ထဲက အညစ်အကြေးတွေကို 	2
သန့်ရှင်းတဲ့အခါ သင့်ကို တစ်သက်လုံး နားမကြားစေရုံသာမက နားပြွန် ဒါမှမဟုတ် နားစည်ကိုပါ ပျက်စီးစေပါတယ်။ 	2
သယ်ပို့တဲ့အရာက အလုပ်မလုပ်တဲ့အခါ နားမှာ အညစ်အကြေးတွေ စုပုံလာတာကို တွေ့ရမှာ ဖြစ်ပြီး 	2
အကောင်းဆုံးကတော့ ဆရာဝန်ဆီသွားပြီး ရိုးရှင်းတဲ့ နည်းလမ်းနဲ့ နားတွေကိုသန့်ရှင်းဖို့ပါ” 	2
ဓာတ်ငွေ့ကကာလကြာရှည်စိတ်ညစ်စရာတွေ ရှိတဲ့သူတွေကိုကူညီပေးနိုင်	2
သုတေသနပညာရှင်တွေက အသုံးများတဲ့ နိုက်ထရပ်အောက်ဆိုဒ်ဓာတ်ငွေ့ကို 	2
ထိခိုက်မှုတွေကြောင့် စိတ်ညစ်စရာမှတ်ဉာဏ်တွေကိုလျော့ကျစေတယ်လို့ဆိုပါတယ်။ နိုက်ထရပ် 	2
အောက်ဆိုဒ်ကို မေ့ဆေးအဖြစ် ၁၈၄ဝခုနှစ်တည်းက စသုံးခဲ့ပြီး သွားဘက်ဆိုင်ရာ အရေးပေါ်ကုသမှုတွေမှာ 	2
နိုက်ထရပ်အောက်ဆိုဒ်က အပန်းဖြေရာမှာသုံးတဲ့ မူးယစ်ဆေးအဖြစ် ကျော်ကြားပြီး အသုံးပြုသူတွေက အဲဒီဓာတ်ငွေ့ကို ဘောလုံး 	2
ဒါမှမဟုတ် အခြားကိရိယာတစ်ခုကို သုံးပြီး ရှုရှိုက်ကြပါတယ်။ သုတေသနပြုလုပ်ရာမှာ ကျန်းမာတဲ့လူအယောက် ၅ဝကို လူတစ်ယောက်ရဲ့မျက်နှာကို 	2
သုတေသနပြုလုပ်ရာမှာ ကျန်းမာတဲ့လူအယောက် ၅ဝကို လူတစ်ယောက်ရဲ့မျက်နှာကို 	2
မီးသတ်ပိုက်ရဲ့ရိုက်တဲ့ဇာတ်ကွက်နဲ့ ၁ဝမိနစ်လောက်ကြာတဲ့မုဒိမ်းကျင့်တဲ့ပြကွက်ကို ပြသခဲ့ပါတယ်။ 	2
အဲဒါကိုကြည့်ပြီးတဲ့အခါ သုတေသနမှာ ပါဝင်ခဲ့တဲ့သူတွေက နိုက််ထရပ်အောက်ဆိုဒ် သို့မဟုတ် အောက်စီဂျင်ကို 	2
မိနစ်၃ဝလောက် ပေးရှုဖို့တောင်းဆိုခဲ့ပါတယ်။ပြကွက်တွေကို ကြည့်ပြီးနောက်နေ့မှာ နိုက်ထရပ်အောက်ဆိုဒ်ကို 	2
ရတဲ့သူက ရေးရေးလောက်ပဲမှတ်မိပြီးအောက်ဆီဂျင်ကိုရတဲ့သူက တစ်ဝက်လောက်မှတ်မိတယ်လို့ သုတေသီတွေက 	2
ဆိုပါတယ်။“နိုက်ထရပ်အောက်ဆိုဒ်က ဆေးပညာမှာ အကိုက်အခဲပျောက်ဆေး ထုံဆေးတွေအဖြစ် 	2
သုံးရုံသာမကဘဲအရေးပေါ်ဌာနတွေမှာ သုံးကြပါတယ် သုံးရတာလွယ်ကူပြီးစီမံဖို့ လွယ်ကူတယ်လို့ 	2
နိုက်ထရပ်အောက်ဆိုဒ်ရဲ့ ရေရှည်အကျိုးဆက်တွေနဲ့ လူနာတွေကို ဘယ်လိုပေးရမလဲဆိုတာစဉ်းစားဖို့လိုတယ်”လို့သုတေသနပညာရှင်တွေက 	2
အချိန်နဲ့ပမာဏမလိုဘဲ အသုံးဝင်နိုင်မယ် တကယ်ကို စိတ်လှုပ်စရားပါ “လို့ ဆိုပါတယ်။	2
နေ့လည်ပိုင်းမှာ အိပ်မငိုက်ရလေအောင်	2
နေ့လည် ၁ နာရီနဲ့ ၃ နာရီကြားမှာဆိုရင်တော့ ပျင်းကြောဆန့်လိုက် ၊ ကော်ဖီလေးသောက်လိုက်နဲ့ 	2
လမ်းထလျှောက်လိုက်နဲ့ အိပ်ငိုက်ပြေအောင်လုပ်နေရပါလိမ့်မယ်။ တကယ်လို့ အိပ်ငိုက်လာပြီဆိုရင်တော့ သင့်အနေနဲ့ 	2
အချဉ်ပေါင်းစားတာ၊ တစ်ယောက်နဲ့ တစ်ယောက် ဟာသပြောတာလောက်နဲ့ပဲ ဖြေဖျောက်နိုင်မှာပါ။ 	2
နေ့လည် ၁ နာရီကနေ ၃ နာရီအတွင်းမှာ အိပ်ငိုက်လာတတ်တာဟာ လူတွေရဲ့ သွေးလည်ပတ်မှု 	2
အဖွဲ့က လူဦးရေ တစ်သောင်းခန့်ကို စစ်တမ်းကောက်ယူခဲ့တာကတော့ လူတွေဟာ နေ့လည် ၂နာရီ ၅၅ မိနစ်မှာ 	2
စွမ်းအင် အလျော့နည်းဆုံး အချိန်ကို ရောက်သွားကြတယ်လို့ သိရပါတယ်။ဒီလိုမျိုး အိပ်ငိုက်တတ်တဲ့ အကျင့်တွေကို 	2
ဖျောက်ဖျက်ဖို့လည်း နည်းလမ်းကောင်းလေးတွေ ရှိနေပါတယ်။ ရေသောက်ပါဒီ စကားကို ခဏခဏ အပြောခံနေရလို့ 	2
အာရုံနောက်မသွားပါနဲ့။ ရေဓါတ်ခမ်းခြောက်ခြင်းဟာ စွမ်းအင်ကုန်ဆုံးမှုကို ပို ဖြစ်စေပါတယ်။ ရေတစ်ခွက်လောက် 	2
ထသောက်လိုက်ခြင်းဟာလည်း အိပ်ငိုက်ပြေသွားစေပါတယ်။ ရေ ထသောက်ဖို့ မေ့နေတတ်တယ်ဆိုရင်တော့ 	2
ရေဗူးတစ်ဗူးလောက် အနားမှာ ဆောင်ထားပါ။အကြောဆန့်ပါတစ်ရုံးလုံးရှေ့မှာ အကြောထဆန့်ရတာ မရှက်ပါနဲ့။ 	2
လူတိုင်း အိပ်ငိုက်နေမှန်းသိရက်နဲ့ ဘာမှ မဖြစ်သလို ဟန်ဆောင်နေတာက ပိုဆိုးပါတယ်။ အကြောဆန့်လိုက်ခြင်းဟာ 	2
အာဟာရ နဲ့ သွေးသား လည်ပတ်မှုတွေကို လျင်မြန်စွာ ဖြစ်ပေါ်လာစေပါတယ်။ ဒါဟာလည်း စွမ်းအင် 	2
ရယူခြင်းတစ်မျိုးပါပဲ။အစား အသောက်ဆင်ခြင်ပါအိပ်ငိုက်တတ်တာ အစားအသောက်နဲ့မဆိုင်ဘူးလို့တော့ 	2
ပြောလို့မရပါဘူး။ ဖိုက်ဘာပါဝင်မှု များတဲ့အစားအစာ တွေ ၊ အသီးအရွက်တွေ နဲ့ ပရိုတိန်းတွေပါဝင်တဲ့အစားအစာ 	2
ပိုမို ရွေးချယ်စားသုံးပေးပါ။ ဖိုက်ဘာ နဲ့ ပရိုတိန်း မျှတမှုဟာ စွမ်းအင် လျော့နည်းမှုကို 	2
ထိန်းသိမ်းပေးနိုင်ပါတယ်။လေကောင်းလေသန့်ရှုရှိုက်ပေးပါအပြင်ထွက်ပြီး လေကောင်းလေသန့် ရှုပေးပါ။ 	2
ပြင်ပလေကို ရှုရှိုက်ခြင်းဟာ စိတ်ဖိစီးမှု ပမာဏကို လျော့နည်းသွားစေပြီး ဦးနှောက်ရဲ့ မောပန်းနွမ်းနယ်မှုကို 	2
ဖယ်ရှားပေးနိုင်ပါတယ်။ ၂၀၁၀ ခုနှစ်က ပြုလုပ်ခဲ့ဖူးတဲ့ သုတေသန အရတော့ တစ်နေ့ကို မိနစ် ၂၀ လောက် 	2
အပြင်ထွက်ပြီး လေကောင်းလေသန့် ရှုရုံနဲ့တင် စွမ်းအင်တွေ အသစ်တစ်ဖန်ဖြစ်စေတယ်လို့ သိရပါတယ်။ 	2
အပျော်လွန်ခြင်းဟာ နှလုံးရောဂါ ဖြစ်စေနိုင်	2
ပျော်ရွှင်ဖွယ်ရာ အခိုက်အတန့်တွေဟာ သင့်ရဲ့ နှလုံးကို ထိခိုက်လာစေနိုင်တယ်လို့ လေ့လာမှု အသစ်တစ်ခုက 	2
ကြောက်လန့်ခြင်းတို့လို အစွန်းရောက် ခံစားမှုတွေဟာ ရင်ဘတ် နာကျင်ခြင်း ၊ အသက်ရှုမဝခြင်း ၊ နှလုံးရောဂါ တို့ကို 	2
ဖြစ်စေနိုင်တယ်လို့ သိရပါတယ်။ ဒါပေမယ့် ဒီအခြေအနေဟာ ရှားပါးဖြစ်စဉ် တစ်မျိုးလည်း ဖြစ်ပါတယ်။ ထိုရောဂါကို 	2
takotsubo ရောဂါလို့လည်း ခေါ်ပါတယ်။ထို ရောဂါဟာ ရုတ်တရက် နှလုံးကြွက်သားတွေကို ယာယီ 	2
အားနည်းသွားစေပြီး နှလုံးရဲ့ ဘယ်ဘက် သွေးပြန်ကြော ရဲ့ လုပ်ဆောင်ချက်တွေကို အဆင်မပြေ 	2
ဖြစ်သွားစေနိုင်တယ်လို့ သိရပါတယ်။ ထို လေ့လာမှု အသစ်ဟာ လူသားတွေအတွက် ပျော်ရွှင်စရာ 	2
အခိုက်အတန့်တွေကနေ ဖြစ်ပေါ်လာတဲ့ ပြဿနာ တွေကို ပထမဆုံးလေ့လာခဲ့တာပဲ ဖြစ်ပါတယ်။လေ့လာမှုမှာတော့ 	2
